,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_year
172,Work It,Under Construction,Missy Elliott,2002-11-11,263226,69,0.884,0.0778,0.677,0.0,0.0732,-5.603,0.283,101.868,4,2002
173,I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,2002-11-26,324306,69,0.648,0.0142,0.759,0.0,0.648,-4.315,0.306,85.996,4,2002
174,Get the Party Started,M!ssundaztood (Expanded Edition),P!nk,2001,192533,69,0.802,0.0011,0.903,0.0,0.173,-3.267,0.046,128.93,4,2002
175,Perfect,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Simple Plan,2018-04-06,277026,69,0.494,0.0273,0.672,0.0,0.105,-4.877,0.0405,156.208,4,2002
176,Dirrty (feat. Redman),Stripped,Christina Aguilera,2002-07-19,298853,68,0.64,0.107,0.889,0.0,0.339,-3.073,0.322,99.931,4,2002
177,"Vida Loka, Pt. 1","Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",Racionais MC's,2002,303560,68,0.569,0.544,0.592,0.0,0.79,-8.557,0.39,82.38,4,2002
178,Landslide,Home,The Chicks,2002-08-27,230549,67,0.571,0.534,0.438,1.56e-05,0.187,-7.007,0.0279,145.948,4,2002
179,Rock The Boat,Aaliyah,Aaliyah,2001-07-07,274733,67,0.637,0.0702,0.725,0.00438,0.203,-5.073,0.0333,92.99,4,2002
180,The Ketchup Song (Aserejé) - Spanglish Version,Hijas del Tomate,Las Ketchup,2002,213973,67,0.607,0.0193,0.923,1.1e-06,0.0924,-6.777,0.0948,184.819,4,2002
181,A Little Less Conversation - JXL Radio Edit Remix,A Little Less Conversation: Elvis vs JXL,Elvis Presley,2002-08-01,211506,67,0.597,0.000385,0.97,0.205,0.133,-5.972,0.0502,114.999,4,2002
182,Velha Infância - 2004 Digital Remaster,Tribalistas,Tribalistas,2002-01-01,250440,66,0.442,0.457,0.616,0.000168,0.144,-8.128,0.0353,113.02,4,2002
183,Still Fly,Hood Rich,Big Tymers,2002-01-01,335613,66,0.675,0.0302,0.607,8.97e-06,0.339,-3.538,0.162,177.928,4,2002
184,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,Hypnotica (Benny Benassi Presents The Biz),Benny Benassi,2003-05-23,285570,66,0.793,0.163,0.698,0.145,0.0745,-3.626,0.104,130.017,4,2002
185,Somethin' Stupid,Swing When You're Winning,Robbie Williams,2001-11-19,170493,66,0.654,0.429,0.515,5.62e-06,0.174,-12.185,0.0261,106.191,4,2002
186,Hero (feat. Josey Scott),Hero (feat. Josey Scott),Chad Kroeger,2003,200480,66,0.427,0.00216,0.843,0.0,0.179,-4.54,0.0364,147.387,3,2002
187,Oh Boy,Come Home With Me,Cam’ron,2002-01-01,204706,65,0.754,0.0216,0.767,0.0,0.172,-5.586,0.145,83.014,4,2002
188,Stop Crying Your Heart Out,Heathen Chemistry,Oasis,2002-07-01,303120,65,0.331,0.0689,0.558,1.96e-06,0.124,-5.506,0.031,150.19,4,2002
189,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,2002-11-19,187840,64,0.844,0.00833,0.754,3.42e-06,0.0575,-5.46,0.207,100.002,4,2002
190,World of Our Own,World of Our Own (Expanded Edition),Westlife,2001-11-12,211413,64,0.707,0.0163,0.765,0.0,0.0627,-4.636,0.0341,97.005,4,2002
191,Blurry,Come Clean,Puddle Of Mudd,2001-08-28,303920,64,0.432,0.00691,0.936,0.0,0.14,-4.537,0.0562,157.469,4,2002
192,I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Various Artists,2005-10-04,268800,64,0.66,0.397,0.707,0.0,0.211,-5.758,0.208,89.279,4,2002
193,Girassol (Acústico),Acústico Cidade Negra,Cidade Negra,2002-12-02,249706,64,0.551,0.142,0.831,0.0,0.841,-5.138,0.0591,81.047,4,2002
194,U Don't Have to Call,8701,Usher,2001-08-07,269400,63,0.793,0.0478,0.568,3.57e-05,0.0304,-4.958,0.0459,100.005,4,2002
195,Underneath It All,Rock Steady (Expanded Edition),No Doubt,2001-12-11,302720,63,0.729,0.235,0.731,1.35e-06,0.391,-4.823,0.0682,138.204,4,2002
196,Like I Love You,Justified,Justin Timberlake,2002-11-04,283626,62,0.853,0.0439,0.811,0.000307,0.0703,-4.927,0.0646,114.964,4,2002
197,No Such Thing,Room For Squares,John Mayer,2001-08-16,231466,62,0.668,0.0383,0.739,0.0,0.13,-4.919,0.0308,131.918,4,2002
198,Happy,Ashanti,Ashanti,2002-01-01,262226,62,0.727,0.241,0.515,3.74e-06,0.124,-6.553,0.0289,89.488,4,2002
199,Don't Let Me Get Me - Radio Edit,M!ssundaztood (Expanded Edition),P!nk,2001,210693,62,0.624,0.00234,0.85,0.0,0.0621,-4.754,0.0756,98.525,4,2002
200,All You Wanted,The Spirit Room,Michelle Branch,2001-07-31,217680,62,0.499,0.00466,0.72,0.00303,0.122,-9.101,0.0286,96.103,4,2002
201,Move Your Feet,d-d-don't don't stop the beat (Explicit Content U.S. Version),Junior Senior,2003-07-25,181906,61,0.755,0.0507,0.895,0.0737,0.222,-2.619,0.0883,118.871,4,2002
202,Telegrama,Pet Shop Mundo Cão,Zeca Baleiro,2002,266080,61,0.643,0.117,0.501,0.0463,0.239,-7.981,0.0424,94.514,4,2002
203,Gangsta Lovin',Eve-Olution,Eve,2002-01-01,239266,61,0.723,0.0619,0.84,0.0,0.0945,-3.523,0.0608,94.332,4,2002
204,"My Neck, My Back (Lick It)",Thug Misses (Digitally Remastered),Khia,2015-05-05,222560,61,0.859,0.0296,0.625,0.0,0.0537,-4.234,0.13,102.072,4,2002
205,Hella Good,Rock Steady (Expanded Edition),No Doubt,2001-12-11,242586,62,0.772,0.0136,0.665,0.012,0.0905,-3.947,0.0349,115.138,4,2002
206,A New Day Has Come - Radio Remix,A New Day Has Come,Céline Dion,2001-01-01,259773,61,0.574,0.0826,0.691,1.65e-05,0.149,-5.103,0.035,91.969,4,2002
207,Just a Friend 2002 - Radio Edit,Mario,Mario,2002-07-22,214200,61,0.538,0.00541,0.677,0.0,0.236,-6.099,0.187,132.346,5,2002
208,Wasting My Time,The Fallout (Limited Edition),Default,2001,269306,60,0.449,0.00171,0.776,0.0,0.0698,-5.594,0.0322,148.11,4,2002
209,More Than A Woman,Aaliyah,Aaliyah,2001-07-07,229866,60,0.655,0.0793,0.649,0.000393,0.117,-5.653,0.089,86.968,4,2002
210,Admirável Chip Novo,Admirável Chip Novo,Pitty,2003-04-16,191520,59,0.671,0.00265,0.77,0.0,0.249,-4.12,0.0309,136.076,4,2003
211,Seven Nation Army,Elephant,The White Stripes,2003-04-01,232106,83,0.743,0.0039,0.446,0.118,0.337,-7.807,0.0683,123.596,4,2003
212,Amor e Sexo,Balacobaco,Rita Lee,2003,218666,60,0.641,0.0646,0.37,0.0,0.298,-10.049,0.0279,129.843,4,2003
213,Numb,Meteora,Linkin Park,2003-03-24,185586,82,0.496,0.0046,0.863,0.0,0.639,-4.153,0.0381,110.018,4,2003
214,Come Clean,Metamorphosis,Hilary Duff,2003-01-01,214560,59,0.577,0.016,0.892,6.39e-05,0.299,-5.121,0.0675,118.096,4,2003
215,Clocks,A Rush of Blood to the Head,Coldplay,2002-08-08,307879,81,0.577,0.599,0.749,0.0115,0.183,-7.215,0.0279,130.97,4,2003
216,Hey Ya!,Speakerboxxx/The Love Below,Outkast,2003,235213,81,0.727,0.103,0.974,0.000532,0.174,-2.261,0.0664,79.526,4,2003
217,Bring Me To Life,Fallen,Evanescence,2003-03-04,235893,80,0.331,0.00721,0.943,2.06e-06,0.242,-3.188,0.0698,94.612,4,2003
218,Where Is The Love?,Elephunk,Black Eyed Peas,2003-06-24,272533,78,0.834,0.111,0.699,0.0,0.131,-3.222,0.178,94.086,4,2003
219,Like a Stone,Audioslave,Audioslave,2002-11-17,293960,77,0.614,0.00797,0.568,0.0,0.0997,-5.477,0.0276,107.849,4,2003
220,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-06-24,236133,76,0.646,0.00249,0.77,0.0,0.0715,-6.596,0.226,99.165,4,2003
221,"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call: The Hits (Deluxe Edition),Eminem,2005-12-06,326466,76,0.692,0.00868,0.744,0.000423,0.359,-4.565,0.257,171.374,4,2003
222,Rock Your Body,Justified,Justin Timberlake,2002-11-04,267266,76,0.892,0.201,0.714,0.000234,0.0521,-6.055,0.141,100.972,4,2003
223,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,75,0.902,0.26,0.72,0.0,0.0749,-2.776,0.347,90.059,4,2003
224,Reptilia,Room On Fire,The Strokes,2003-10-28,219826,75,0.489,0.000603,0.649,0.713,0.101,-5.11,0.0336,158.009,4,2003
225,Faint,Meteora,Linkin Park,2003-03-24,162600,75,0.554,0.111,0.978,0.0,0.0731,-3.554,0.131,135.095,4,2003
226,I Miss You,blink-182,blink-182,2003-11-01,227250,75,0.423,0.00113,0.714,6.28e-06,0.0855,-8.295,0.045,110.017,4,2003
227,Your Body Is a Wonderland,Room For Squares,John Mayer,2001-08-16,249626,74,0.647,0.0206,0.729,0.0489,0.134,-6.251,0.0236,94.01,4,2003
228,Behind Blue Eyes,Results May Vary,Limp Bizkit,2003-01-01,269973,73,0.595,0.497,0.489,0.0,0.119,-6.66,0.0271,120.315,4,2003
229,I Hate Everything About You,Three Days Grace,Three Days Grace,2003-04-19,231480,73,0.498,0.00461,0.83,0.0,0.139,-5.157,0.0421,89.342,4,2003
230,Sing For The Moment,The Eminem Show,Eminem,2002-05-26,339546,72,0.668,0.0017,0.824,3.05e-06,0.0426,-4.164,0.137,163.961,4,2003
231,Headstrong,Trapt,Trapt,2002-11-05,285569,72,0.492,0.000172,0.896,2.78e-06,0.189,-5.819,0.117,184.981,4,2003
232,03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse,JAY-Z,2002-11-12,205560,72,0.759,0.23,0.678,0.0,0.15,-5.148,0.314,89.64,4,2003
233,21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,224426,72,0.576,0.353,0.807,0.000363,0.0512,-3.908,0.317,90.012,4,2003
234,Since U Been Gone,Breakaway,Kelly Clarkson,2004-01-17,188960,72,0.662,0.00165,0.741,0.0303,0.114,-5.406,0.0334,131.0,4,2003
235,I'm with You,Let Go,Avril Lavigne,2002-06-04,223066,71,0.457,0.08,0.406,0.0,0.117,-7.462,0.0291,151.95,3,2003
236,I Believe in a Thing Called Love,Permission to Land,The Darkness,2003-07-07,217653,70,0.442,0.0538,0.846,4.71e-06,0.282,-5.214,0.0764,128.235,4,2003
237,Someday,The Long Road,Nickelback,2003-09-23,207466,70,0.455,0.000616,0.858,0.000247,0.226,-5.659,0.0391,163.118,4,2003
238,Beautiful,Stripped,Christina Aguilera,2002-07-19,238560,69,0.456,0.578,0.573,3.05e-06,0.114,-3.866,0.0275,76.19,4,2003
239,When I'm Gone,Away From The Sun,3 Doors Down,2002-11-12,260333,69,0.53,0.00385,0.768,0.0,0.103,-5.611,0.0284,148.095,4,2003
240,Right Thurr,Jackpot,Chingy,2003-01-01,250746,69,0.866,0.15,0.749,0.0,0.0614,-3.977,0.253,92.074,4,2003
241,Lifestyles of the Rich & Famous,The Young and The Hopeless,Good Charlotte,2002-10-04,190173,69,0.62,0.00043,0.93,0.0,0.0686,-3.685,0.0374,106.22,4,2003
242,P.I.M.P.,Get Rich Or Die Tryin',50 Cent,2003-02-06,249466,69,0.7,0.0444,0.758,1.3e-05,0.0401,-3.012,0.342,78.693,4,2003
243,Picture (feat. Sheryl Crow),Cocky,Kid Rock,2001-11-19,298960,68,0.692,0.172,0.496,6.42e-06,0.107,-7.332,0.0241,97.945,4,2003
244,The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,Outkast,2003,234000,68,0.871,0.126,0.597,0.000113,0.0638,-4.932,0.0464,125.999,4,2003
245,Beautiful,The Best Of Snoop Dogg,Snoop Dogg,2005-01-01,299146,67,0.893,0.299,0.74,0.0,0.0881,-4.936,0.132,101.025,4,2003
246,Shut Up,Elephunk,Black Eyed Peas,2003-06-24,296186,67,0.805,0.0669,0.717,0.0,0.248,-3.956,0.266,112.989,4,2003
247,Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,The Neptunes,2003-08-19,236506,67,0.894,0.453,0.404,1.57e-06,0.0801,-5.913,0.13,102.009,4,2003
248,Into You (feat. Tamia),Street Dreams (Bonus Track),Fabolous,2003-02-01,295773,66,0.546,0.233,0.538,0.0,0.118,-7.886,0.0523,182.12,4,2003
249,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,Hypnotica (Benny Benassi Presents The Biz),Benny Benassi,2003-05-23,285570,66,0.793,0.163,0.698,0.145,0.0745,-3.626,0.104,130.017,4,2003
250,99 Problems,The Black Album,JAY-Z,2003-11-14,234626,66,0.494,0.00661,0.887,0.0,0.103,-4.297,0.398,89.554,4,2003
251,Unwell,More Than You Think You Are,Matchbox Twenty,2002-11-01,228706,65,0.256,0.0298,0.788,0.0,0.707,-5.263,0.0403,80.718,4,2003
252,Equalize,Admirável Chip Novo,Pitty,2003-04-16,232240,65,0.578,0.00577,0.62,0.0,0.104,-5.837,0.0249,88.114,4,2003
253,Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,2003-06-24,244826,65,0.655,0.0825,0.488,1.16e-06,0.221,-9.17,0.22,91.025,4,2003
254,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,2002-11-19,187840,64,0.844,0.00833,0.754,3.42e-06,0.0575,-5.46,0.207,100.002,4,2003
255,The Seed (2.0),Phrenology,The Roots,2002,267933,64,0.758,0.039,0.957,0.0,0.133,-2.281,0.0357,111.121,4,2003
256,Mesmerize,The Last Temptation,Ja Rule,2002-01-01,278720,64,0.764,0.0563,0.648,0.0,0.414,-6.639,0.206,90.1,4,2003
257,Act A Fool,2 Fast 2 Furious (Soundtrack),Various Artists,2003-05-27,270733,64,0.573,0.229,0.906,0.0,0.183,-2.408,0.325,110.64,5,2003
258,Big Yellow Taxi,Hard Candy,Counting Crows,2002-07-08,225573,63,0.678,0.00295,0.866,0.0,0.16,-4.341,0.048,88.041,4,2003
259,Dirt Off Your Shoulder,The Black Album,JAY-Z,2003-11-14,245173,63,0.78,0.0321,0.657,2.56e-06,0.339,-7.149,0.317,163.969,4,2003
260,Meant to Live,The Beautiful Letdown (Deluxe Version),Switchfoot,2003,201373,63,0.397,0.00575,0.903,1.6e-06,0.362,-4.577,0.0457,151.551,4,2003
261,Mundian to Bach Ke,Panjabi MC: The Album,Panjabi MC,2003-01-01,244666,63,0.778,0.399,0.879,0.792,0.15,-4.951,0.0371,98.077,4,2003
262,How You Gonna Act Like That,I Wanna Go There,Tyrese,2002-12-01,294693,61,0.733,0.107,0.521,0.0,0.0692,-3.657,0.0457,112.913,4,2003
263,Move Your Feet,d-d-don't don't stop the beat (Explicit Content U.S. Version),Junior Senior,2003-07-25,181906,61,0.755,0.0507,0.895,0.0737,0.222,-2.619,0.0883,118.871,4,2003
264,Super Duper Love,The Soul Sessions,Joss Stone,2003-01-01,260013,61,0.69,0.0207,0.767,0.0,0.131,-3.411,0.14,187.993,4,2003
265,Can't Hold Us Down (feat. Lil' Kim),Stripped,Christina Aguilera,2002-07-19,255266,61,0.859,0.0326,0.658,0.00181,0.0651,-4.481,0.192,98.989,4,2003
266,It's My Life,The Singles Collection,No Doubt,2003-01-01,225866,61,0.606,0.00264,0.75,0.000788,0.321,-4.535,0.0306,126.316,4,2003
267,Me Against the Music (feat. Madonna) - LP Version / Video Mix,In The Zone,Britney Spears,2003-11-13,223773,60,0.804,0.32,0.836,0.0,0.213,-6.635,0.089,120.046,4,2003
268,Paciência,Na Pressão,Lenine,1999-01-08,284293,60,0.627,0.831,0.338,0.0118,0.101,-10.327,0.0347,108.634,4,2003
269,Clap Back,Blood In My Eye,Ja Rule,2003-01-01,296466,60,0.632,0.0415,0.786,1.2e-05,0.0527,-5.596,0.354,94.499,4,2003
270,Make Luv,Music & You,Room 5,2003-11-24,212413,60,0.883,0.0111,0.887,0.63,0.0367,-4.92,0.116,124.814,4,2003
271,Encostar na Tua,Estampado,Ana Carolina,2003-08-01,251426,59,0.59,0.219,0.576,0.0,0.166,-7.408,0.0261,99.941,4,2003
272,The Phantom Of The Opera,Century Child,Nightwish,2002,248706,59,0.431,7.33e-06,0.829,0.03,0.086,-7.713,0.0491,131.891,4,2003
273,Holidae In,Jackpot,Chingy,2003-01-01,314400,59,0.81,0.0893,0.791,0.0,0.0838,-5.909,0.181,153.067,4,2003
274,Stand Up,Chicken - N - Beer,Ludacris,2003-01-01,213760,59,0.751,0.367,0.84,0.0,0.0916,-4.855,0.349,99.057,4,2003
275,Não Me Deixe Só,Vanessa da Mata,Vanessa Da Mata,2003-10-31,189666,58,0.731,0.333,0.469,0.0115,0.0976,-10.724,0.0379,107.093,4,2003
276,I Can,God's Son,Nas,2002-12-13,253720,58,0.837,0.103,0.885,0.0,0.0666,-3.914,0.182,95.313,4,2003
277,Vou Deixar,Cosmotron,Skank,2003-06-15,273533,58,0.509,0.033,0.846,4.37e-05,0.12,-6.707,0.0369,135.844,4,2003
278,Miss Independent,Thankful,Kelly Clarkson,2003-04-15,214786,58,0.655,0.0861,0.623,0.000346,0.0652,-6.302,0.116,175.973,4,2003
279,Magic Stick,La Bella Mafia,Lil' Kim,2003-03-03,359973,57,0.849,0.117,0.499,4.97e-05,0.268,-7.872,0.271,92.982,4,2003
280,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,2004-03-23,250373,82,0.894,0.0183,0.791,0.0,0.0388,-4.699,0.112,105.018,4,2004
281,This Love,Songs About Jane: 10th Anniversary Edition,Maroon 5,2002,206200,78,0.712,0.0525,0.862,0.0,0.093,-4.612,0.0378,95.051,4,2004
282,Mr. Brightside,Hot Fuss,The Killers,2004,222973,86,0.352,0.00121,0.911,0.0,0.0995,-5.23,0.0747,148.033,4,2004
283,Hey Ya!,Speakerboxxx/The Love Below,Outkast,2003,235213,81,0.727,0.103,0.974,0.000532,0.174,-2.261,0.0664,79.526,4,2004
284,Numb,Meteora,Linkin Park,2003-03-24,185586,82,0.496,0.0046,0.863,0.0,0.639,-4.153,0.0381,110.018,4,2004
285,Toxic,In The Zone,Britney Spears,2003-11-13,198800,81,0.774,0.0249,0.838,0.025,0.242,-3.914,0.114,143.04,4,2004
286,If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,79,0.609,0.603,0.444,6.86e-06,0.104,-9.129,0.106,118.402,3,2004
287,Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,2004-07-13,192600,81,0.852,0.322,0.797,2.69e-06,0.0845,-6.543,0.0614,96.008,4,2004
288,The Reason,The Reason (15th Anniversary Deluxe),Hoobastank,2003-12-09,232800,80,0.472,0.0129,0.671,0.0,0.159,-4.649,0.029,82.952,4,2004
289,All Falls Down,The College Dropout,Kanye West,2004-02-10,223506,80,0.657,0.149,0.734,0.0,0.139,-4.832,0.484,91.03,4,2004
290,Duality,Vol. 3: The Subliminal Verses,Slipknot,2004,252613,79,0.354,0.000237,0.982,0.000294,0.204,-3.026,0.168,143.772,4,2004
291,Take Me Out,Franz Ferdinand,Franz Ferdinand,2004-02-16,237026,78,0.277,0.000409,0.663,0.00051,0.136,-8.821,0.0377,104.561,4,2004
292,American Idiot,American Idiot,Green Day,2004-09-21,176346,78,0.38,2.64e-05,0.988,7.86e-05,0.368,-2.042,0.0639,186.113,4,2004
293,My Boo,Confessions (Expanded Edition),Usher,2004-03-23,223440,77,0.662,0.257,0.507,0.0,0.0465,-8.238,0.118,86.412,4,2004
294,100% Você,Sou Chicleteiro,Chiclete Com Banana,2004-12-03,243106,54,0.635,0.151,0.939,0.0,0.939,-3.405,0.0749,118.476,4,2004
295,Gênio da Lata,Sou Asa,Asa De Águia,2004-01-01,209769,15,0.656,0.0737,0.906,0.0,0.286,-4.535,0.0605,147.128,4,2004
296,Eu Fico - Ao Vivo,Uau! Babado Novo Em Salvador,Babado Novo,2004-01-01,250680,33,0.602,0.573,0.897,9.57e-06,0.908,-7.114,0.105,116.917,4,2004
297,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,2004-01-01,266066,76,0.888,0.19,0.632,0.0,0.101,-3.872,0.219,91.979,4,2004
298,Lonely,Trouble Deluxe Edition,Akon,2005-01-01,235800,76,0.634,0.339,0.526,0.0,0.257,-7.881,0.0333,90.087,4,2004
299,Here Without You,Away From The Sun,3 Doors Down,2002-11-12,238733,76,0.557,0.0492,0.533,0.0,0.205,-6.817,0.0252,143.994,4,2004
300,Are You Gonna Be My Girl,Get Born,Jet,2003-09-15,213800,75,0.613,0.00148,0.953,0.000582,0.152,-3.435,0.0855,105.046,4,2004
301,Somewhere Only We Know,Hopes And Fears,Keane,2004-01-01,236160,74,0.453,0.0794,0.655,7.61e-06,0.0849,-4.22,0.0259,172.012,4,2004
302,Helena,Three Cheers for Sweet Revenge,My Chemical Romance,2004-06-08,204733,74,0.356,0.0142,0.96,0.0,0.209,-3.487,0.104,125.921,4,2004
303,My Immortal,Fallen,Evanescence,2003-03-04,262533,74,0.19,0.863,0.265,0.0,0.134,-9.206,0.0356,79.012,4,2004
304,She Will Be Loved,Songs About Jane,Maroon 5,2002-06-25,257133,73,0.706,0.0596,0.713,0.0,0.132,-5.512,0.0301,102.037,4,2004
305,"One, Two Step (feat. Missy Elliott)",Goodies,Ciara,2004-09-27,203786,73,0.944,0.042,0.511,0.00107,0.0379,-10.96,0.161,113.046,4,2004
306,My Band,D-12 World,D12,2004-01-01,298773,73,0.851,0.497,0.849,2.05e-06,0.116,-3.383,0.0828,120.014,4,2004
307,La Camisa Negra,Mi Sangre,Juanes,2004-01-01,216706,72,0.751,0.0838,0.731,0.0,0.0556,-4.419,0.0308,97.007,4,2004
308,Roses,Speakerboxxx/The Love Below,Outkast,2003,369573,71,0.751,0.0482,0.708,1.85e-05,0.107,-5.653,0.0545,108.97,4,2004
309,Jesus Walks,The College Dropout,Kanye West,2004-02-10,193733,70,0.637,0.614,0.834,0.0,0.317,-4.686,0.323,87.312,4,2004
310,Hollaback Girl,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,199853,70,0.926,0.35,0.916,6.17e-06,0.0234,-2.221,0.0929,110.007,4,2004
311,My Happy Ending,Under My Skin,Avril Lavigne,2004,242413,69,0.414,0.00136,0.936,0.0,0.369,-2.407,0.0758,170.229,4,2004
312,Right Thurr,Jackpot,Chingy,2003-01-01,250746,69,0.866,0.15,0.749,0.0,0.0614,-3.977,0.253,92.074,4,2004
313,In the Shadows,Dead Letters,The Rasmus,2003-03-24,257920,69,0.6,0.000109,0.796,5.2e-05,0.484,-4.481,0.0275,105.991,4,2004
314,Confessions Part II,Confessions (Expanded Edition),Usher,2004-03-23,211200,69,0.845,0.0586,0.467,0.0,0.0694,-7.674,0.138,138.007,4,2004
315,Just Lose It,Encore (Deluxe Version),Eminem,2004-11-12,248680,68,0.94,0.0581,0.633,4.04e-05,0.281,-3.56,0.0467,121.003,4,2004
316,The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,Outkast,2003,234000,68,0.871,0.126,0.597,0.000113,0.0638,-4.932,0.0464,125.999,4,2004
317,Welcome To Jamrock,Welcome to Jamrock,Damian Marley,2005-01-01,213200,67,0.836,0.0208,0.661,0.0,0.449,-6.502,0.338,76.71,4,2004
318,Locked Up,Trouble Deluxe Edition,Akon,2005-01-01,235066,67,0.833,0.0262,0.568,0.0,0.11,-4.312,0.0847,89.958,4,2004
319,Move Ya Body,Nina Sky,Nina Sky,2004-01-01,232000,67,0.87,0.0202,0.712,0.000331,0.0576,-6.313,0.0432,121.057,4,2004
320,Shut Up,Elephunk,Black Eyed Peas,2003-06-24,296186,67,0.805,0.0669,0.717,0.0,0.248,-3.956,0.266,112.989,4,2004
321,Goodies (feat. Petey Pablo),Goodies,Ciara,2004-09-27,223000,67,0.826,0.0277,0.647,1.52e-06,0.298,-6.306,0.0491,102.017,4,2004
322,Daughters,Heavier Things,John Mayer,2003-09-09,237906,66,0.674,0.836,0.413,1.95e-05,0.098,-7.816,0.0274,124.893,3,2004
323,100 Years,The Battle for Everything,Five For Fighting,2003,244600,66,0.643,0.544,0.569,2.17e-05,0.178,-7.459,0.0276,120.507,4,2004
324,Freek-A-Leek,Still Writing In My Diary: 2nd Entry,Petey Pablo,2004,235186,66,0.756,0.0744,0.691,0.0,0.364,-3.718,0.178,104.999,4,2004
325,Lean Back,True Story,Terror Squad,2004-01-01,247426,66,0.783,0.11,0.916,0.0,0.0746,-3.344,0.415,95.321,4,2004
326,Fuck It (I Don't Want You Back),I Don't Want You Back,Eamon,2004-01-23,225106,65,0.828,0.214,0.653,3.25e-06,0.0404,-6.245,0.0653,68.507,4,2004
327,Let's Get It Started - Spike Mix,Elephunk,Black Eyed Peas,2003-06-24,217733,66,0.783,0.105,0.794,0.0,0.304,-2.231,0.12,104.963,4,2004
328,Word Up!,Word Up! (The Remixes),Korn,2004-11-16,172666,64,0.577,2.42e-05,0.94,0.0715,0.347,-4.439,0.0361,116.045,4,2004
329,Breaking the Habit,Meteora,Linkin Park,2003-03-24,196906,64,0.579,0.108,0.849,0.0,0.0909,-5.218,0.0303,100.021,4,2004
330,Vertigo,How To Dismantle An Atomic Bomb,U2,2004-01-01,193520,64,0.416,0.000138,0.819,0.00108,0.147,-3.974,0.0613,140.083,4,2004
331,Wake Up,Funeral,Arcade Fire,2004-06-16,335333,64,0.252,0.12,0.8,0.0538,0.118,-4.845,0.0368,139.361,4,2004
332,Wonderful,R.U.L.E.,Ja Rule,2004-01-01,270506,64,0.663,0.277,0.777,0.0,0.0466,-4.954,0.109,92.68,4,2004
333,"Me, Myself and I",Dangerously In Love,Beyoncé,2003-06-24,301133,63,0.75,0.226,0.458,3.25e-05,0.137,-9.092,0.0803,83.61,4,2004
334,Dirt Off Your Shoulder,The Black Album,JAY-Z,2003-11-14,245173,63,0.78,0.0321,0.657,2.56e-06,0.339,-7.149,0.317,163.969,4,2004
335,Salt Shaker,Me & My Brother,Ying Yang Twins,2003-09-16,252440,63,0.884,0.0509,0.697,0.0,0.094,-6.022,0.128,101.965,4,2004
336,You Don't Know My Name,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,366733,63,0.264,0.59,0.663,0.00443,0.342,-8.264,0.187,167.078,4,2004
337,Soldier (feat. T.I. & Lil' Wayne),Destiny Fulfilled,Destiny's Child,2004-11-16,325573,63,0.878,0.0444,0.417,0.0,0.0833,-6.799,0.361,77.49,4,2004
338,Sunshine (feat. Lea),U Gotta Feel Me,Lil' Flip,2004-03-30,225173,63,0.814,0.0248,0.387,0.0,0.131,-9.867,0.0946,93.961,4,2004
339,Wanna Get To Know You,Beg For Mercy,G-Unit,2003-01-01,265026,63,0.513,0.106,0.826,0.0,0.0675,-3.651,0.132,76.91,1,2004
